source,target,person_id,dead,person_name_transcription,named_by,roles,certainty,weight
8,3444,0ed73dc7-04da-447f-8ca0-249cab2dd8b8a,0,,Collective,Principal,,1
9,3034,0ed73dc7-04da-447f-8ca0-249cab2dd8b8a,0,,Collective,Principal,,1
10,3101,0ed73dc7-04da-447f-8ca0-249cab2dd8b8a,0,,Collective,Principal,,1
11,2966,0ed73dc7-04da-447f-8ca0-249cab2dd8b8a,0,,Collective,Principal,,1
12,2273,0ed73dc7-04da-447f-8ca0-249cab2dd8b8a,0,,Collective,Principal,,1
13,2295,9b68d498-8a1e-4dc1-8572-f85b3e80f46b2,0,,Collective,Principal,,1
14,2257,9b68d498-8a1e-4dc1-8572-f85b3e80f46b2,0,,Collective,Principal,,1
15,2886,2be23fad-ef9d-4931-8ee9-c42452fd4434,0,"abbot and convent of the nonaneeny of Seez, their proctor general in Englend",Collective,Principal,,1
16,3055,2be23fad-ef9d-4931-8ee9-c42452fd4434,0,abbot and convent of Seez,Collective,,,1
17,3423,2be23fad-ef9d-4931-8ee9-c42452fd4434,0,,Collective,Principal,,1
18,2385,cf0136ef-606c-4a53-8d0c-00ac971583b2a,0,,Collective,Principal,,1
19,3454,cf0136ef-606c-4a53-8d0c-00ac971583b2a,0,,Collective,,,1
20,2886,cf0136ef-606c-4a53-8d0c-00ac971583b2a,0,,Collective,Principal,,1
21,3055,cf0136ef-606c-4a53-8d0c-00ac971583b2a,0,,Collective,Principal,,1
22,2887,cf0136ef-606c-4a53-8d0c-00ac971583b2a,0,,Collective,Principal,,1
23,3133,cf0136ef-606c-4a53-8d0c-00ac971583b2a,0,,Collective,Principal,,1
25,2386,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
26,3046,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
27,2300,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
28,2534,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
29,2446,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
30,2752,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
31,2280,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
32,3299,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
33,2787,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
34,3421,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
35,2758,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
36,2616,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
37,2923,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
38,2888,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
39,3135,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
40,2309,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
41,2894,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
42,3025,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
43,2375,aabade39-f8ba-481c-a646-3dda1233051f,0,,,Principal,,1
44,3140,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
45,3141,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
46,2772,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
47,2281,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
48,2767,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
49,2755,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
50,2640,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
51,3036,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
52,2778,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
53,3422,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
54,3148,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
55,2270,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
56,2561,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
57,2765,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
58,3117,aabade39-f8ba-481c-a646-3dda1233051f,0,"monastery of St. Peter's, Gloucester,",Collective,,,1
59,3059,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
60,3006,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
61,2343,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
62,2557,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
63,2785,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
64,2660,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
65,2790,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
66,2756,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
67,2544,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,,,1
68,2230,aabade39-f8ba-481c-a646-3dda1233051f,0,abbot and convent of St. Peter of Gloucester.,Collective,,,1
69,3159,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
70,3104,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
71,2258,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
72,3058,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
73,2986,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
74,3101,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
75,2967,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
76,3016,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
77,3452,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
78,3449,aabade39-f8ba-481c-a646-3dda1233051f,0,,Collective,Principal,,1
80,2899,ed6cc7bc-6751-42e5-aa1d-5a402f93c3b9,0,"abbot and convent of Wigmore, collectors of the tenth",Collective,Principal,,1
81,2900,ed6cc7bc-6751-42e5-aa1d-5a402f93c3b9,0,abbot and convent of Wigmore,Collective,Principal,,1
82,2988,ed6cc7bc-6751-42e5-aa1d-5a402f93c3b9,0,"abbot and convent of St, James of Wygemor in the diocese of Hereford",Collective,Principal,,1
83,2235,ed6cc7bc-6751-42e5-aa1d-5a402f93c3b9,0,abbet and convent of weer,Collective,Principal,,1
84,2236,ed6cc7bc-6751-42e5-aa1d-5a402f93c3b9,0,abbot and convent of the monastery of St. James of Wiggemore in the diocese of Hereford,Collective,Principal,,1
86,3018,2b08e30f-644a-4f79-8873-eb6b736cc024,0,Kynusham,Office,Principal,,1
87,2316,dd6e03d3-4341-49c5-97dd-9b1c8bc6ad60,0,"Abbot of Oseneye,",Office,Principal,,1
88,3018,dd6e03d3-4341-49c5-97dd-9b1c8bc6ad60,0,abbots of the monasteries of Oseneye,Office,Principal,,1
89,3055,9d678767-1ca4-416c-a5a5-04bea8be99da,0,abbot of Seez,Office,,,1
90,2887,9d678767-1ca4-416c-a5a5-04bea8be99da,0,abbot of the monastery of St. Martin | of Seez,Office,Principal,,1
92,2783,a95f86bb-f77f-4d73-93c0-7d68d939aebb,0,"villeins of the abbot of St. Peter's, Gloucester",Collective,,,1
93,2984,464e1026-122e-4da8-9876-d954ef685196,0,sbbot of strat Marbe,Office,Principal,,1
94,2226,52985aa0-1c97-42b0-bb5d-bbf6cae2bbe5,0,abbot of Tynterne,Office,Principal,,1
96,2272,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,of Wigemor',Office,,,1
97,2984,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,abbot of wy conores,Office,,,1
98,2930,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,abbot of Wigmore,Office,Principal,,1
99,3307,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,"Abbot of Wygemore, collector of the fifteenth",Office,Principal,,1
100,3245,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,"Abbot of Wygemor', collector",Office,Principal,,1
101,3246,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,"Abbot of Wigemor', collector",Office,Principal,,1
102,3377,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,"Abbot of Wygemor', coilector",Office,Principal,,1
103,3247,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,"Abbot of #ygemor', appointed collector",Office,Principal,,1
104,3018,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,"Wygemore,",Office,Principal,,1
105,2306,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,Wygemore,Office,Principal,,1
106,3080,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,abbot of “yzemore,Office,,,1
107,2271,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,abbot of Wygemor',Office,,,1
108,3448,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,Wygemore,Office,,,1
109,3020,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,Wygemore,Office,Principal,,1
110,2878,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,Wygemore,Office,Principal,,1
111,2879,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,#ygemore,Office,Principal,,1
112,2363,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,Wygemore,,,,1
113,2904,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,abbot of wycemor',Office,Principal,,1
114,2969,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,abbot of wygemore,Office,Principal,,1
115,3082,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,abbot of wWyggemor’,Office,Principal,,1
116,3083,0fa1a81c-a076-4031-8ce8-9e6524b39d01,0,abbot of wyggemor',Office,Principal,,1
117,2389,7bc2078f-4ad7-4a5a-ba19-a0c2a43e8800,0,Absalon le Clerk',,,,1
119,3262,c2f0db27-83b0-4308-aef3-786fbc6d0f01,0,"Adem, abbot of Wygemore, collector",,Principal,,1
120,2786,7e3fe01c-4318-4cc8-8a63-1033d1757d71,0,Adam ag ot Fg,,Witness,,1
121,3038,f1ea9ea1-b6b8-43b1-bb9c-c5604a2d796f,0,Adam ep Meurk',,,,1
122,2844,480a1673-c47b-470a-929b-cf26aff11682,0,Adam Cpeweye,,Witness,,1
123,2252,480a1673-c47b-470a-929b-cf26aff11682,0,Adam  Apeweye,,Witness,,1
124,2404,01a1a317-e910-4e1c-9f2a-00f0f0affb68,0,Adam atte Halle of Cronebroke,,,,1
125,3351,01a1a317-e910-4e1c-9f2a-00f0f0affb68,0,Adam de Cranebrok',,Principal,,1
126,2239,1d74d033-96da-49e7-9ad3-25f93fd88f5b,0,Adam Belle,,,,1
127,2504,a52bb40f-7c8d-4e49-b973-429744a9d90e,0,Adem Beneth de Ledebur';,,Principal,,1
128,2505,a52bb40f-7c8d-4e49-b973-429744a9d90e,0,Adam Benet of Ledbury,,Principal,,1
129,3144,a52bb40f-7c8d-4e49-b973-429744a9d90e,0,Adam Benet of Ledbury;,,Principal,,1
130,2494,a52bb40f-7c8d-4e49-b973-429744a9d90e,0,Adam son of Benet le Hopere de Ledeburi;,Parent,Principal,,1
131,2542,d6e715a9-225e-4ed8-ad91-b91f28a48546,0,Adem Beneto,,,,1
132,2343,581cafe0-ef50-4b4a-89a9-2b111ab4b2e5,0,sdam Placmon,,,,1
133,2217,aae3f841-e4aa-4439-abde-de29c7dea9c5,0,"Adam Carbonel,",,Witness,,1
134,2774,aae3f841-e4aa-4439-abde-de29c7dea9c5,0,Adam  ar nel,,Witness,,1
135,3382,aae3f841-e4aa-4439-abde-de29c7dea9c5,0,"Adam Carbonel, canon of the said church.",,Principal,,1
137,2699,aae3f841-e4aa-4439-abde-de29c7dea9c5,0,Adam Carbonel,,,,1
138,2512,aae3f841-e4aa-4439-abde-de29c7dea9c5,0,Adam Carbonel,,Witness,,1
139,2596,eb3fb3a3-344d-431d-9c94-1db03887031b,0,"Adam, chaplain of Bromhard,",,Witness,,1
140,2495,b48c04ec-6269-42fe-b856-ef0004843319,0,Adam Cole,,Witness,,1
141,2263,192ad953-ae8d-4a3b-8f9b-b87035083ed8,0,"Adam de Ayll t, rector of the church of Mordeford' in eae diocese of Hereford",,Witness,,1
142,3074,192ad953-ae8d-4a3b-8f9b-b87035083ed8,0,"Adam de Aileneton', rector of the parish church of Mordiford'",,Witness,,1
143,3072,192ad953-ae8d-4a3b-8f9b-b87035083ed8,0,"Adam de Aylyneton', rector of the chapels of iiyke and Mittelton',",,Witness,,1
145,3328,192ad953-ae8d-4a3b-8f9b-b87035083ed8,0,"Adam de Ailyneton', rector of the church of Willardesl'",,Principal,,1
146,3331,192ad953-ae8d-4a3b-8f9b-b87035083ed8,0,"Adam de Ailyneton', once the personal clerk of dominus Richard, formerly bishop of Hereford",,Principal,,1
154,3033,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,Adam de Barew’,,Scribe|Witness,,2
155,2806,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,"Adam de Barew', clerk",,Scribe|Witness,,2
156,2807,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,Adam de Barewe.,,Scribe|Witness,,2
157,2397,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,"Adem de la Bsrewe, clerk",,Scribe|Witness,,2
158,3169,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,Adem de le Barewey clerk of the dean and chapter of Herefords,,Principal,,1
159,3172,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,"Adem de Barewe, clerk of the dean and chapter of Hereford",,Principal,,1
160,3188,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,"Adam de la Barewe, clerk of the dean and chapter of the church of net",,Principal,,1
161,3182,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,"Adam de la Barewe, clerk of the dean and chapter of the church of Hereford",,Principal,,1
162,3294,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,"Adam de Barwe, clerk of the dean and chapter of Hereford",,Principal,,1
163,3301,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,"Adam de Barewe, clerk of the dean and chapter of Hereford",,Principal,,1
164,2493,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,Adam de La bere,,Scribe|Witness,,2
165,2346,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,Adem de Barowe,,Scribe|Witness,,2
166,2429,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,"Adam de la Barewe, clerk",,Scribe|Witness,,2
167,2814,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,Adam de Ta Sarewe,,Scribe|Witness,,2
168,2414,f08b9c36-dd35-4274-9889-d2d72d8980e5,0,Adam Ge la Barewe,,Witness,,1
169,2384,27532d97-b789-47a0-8bc6-7a0e84580aad,0,Adam son of Albretha de Breconia,Parent,,,1
170,2415,54fbafc5-90d5-4deb-9790-b0b4f241b1ce,0,Adam de Bromptone,,Principal,,1
171,2830,54fbafc5-90d5-4deb-9790-b0b4f241b1ce,1,"Adam, o—~* brother,",,,,1
172,2858,54fbafc5-90d5-4deb-9790-b0b4f241b1ce,0,"Adam de Bropton’ |sic|, grentor's uncle",,,,1
173,2578,e399a649-a896-4f64-b36c-b9383f55a935,0,Ades ae Gheckel,,Witness,,1
174,2808,2fb33130-1531-4af5-9ac5-b15cd89a7690,0,Adam (?) de Cheveha',,Witness,,1
175,2745,445a39f0-0024-446a-892d-5f7e140f0810,0,"Adam de childestone,",,,,1
176,2450,30493b67-1320-47a3-8ba7-1368503ec656,0,"Adam de Colewalle,",,Witness,,1
177,3118,30493b67-1320-47a3-8ba7-1368503ec656,0,"Ade de Colewalle, scutifero nostro",,Principal,,1
178,3019,abaf30f0-7072-4009-b64e-dc4de9407121,0,Adam son  of Williem of the same,,Principal,,1
179,2517,14df8393-893b-4865-b101-e2da5a93363d,0,Adam de Eton,,Witness,,1
180,2562,14df8393-893b-4865-b101-e2da5a93363d,0,Adam ce Eton',,,,1
181,2513,14df8393-893b-4865-b101-e2da5a93363d,0,Adam de Etone,,Witness,,1
182,3052,88fce28d-e688-4825-8b5a-df3a3eb79ad5,0,"Adam de Fileby, archdeacon of Salop in the chure Hereford",,Principal,,1
183,2984,88fce28d-e688-4825-8b5a-df3a3eb79ad5,0,"Adam de Phylibi, canon of St. Martin's, don, executor delegated by the Pope",,,,1
184,2971,88fce28d-e688-4825-8b5a-df3a3eb79ad5,0,"Adem de Filleby, their fellow-canon, to be their proc in the Roman court",,Principal,,1
185,2310,88fce28d-e688-4825-8b5a-df3a3eb79ad5,0,"a de Fileby, archdeacon of Salop",,Principal,,1
186,2311,88fce28d-e688-4825-8b5a-df3a3eb79ad5,0,"Adem de Filleby, their fellow-canon, to be their proc in the Roman court",,Principal,,1
187,3029,88fce28d-e688-4825-8b5a-df3a3eb79ad5,0,"© Fileby, fellow-canon and proctor of the dean and chaptef of Hereford",,,,1
188,3053,f0c92523-a1cf-4156-88ce-e91663535108,0,"Adam de Hales, clerk",,,,1
189,3375,81779cb1-0255-4d03-a4cb-4eb79fd48732,0,Adam de Herwynton',,,,1
190,3374,81779cb1-0255-4d03-a4cb-4eb79fd48732,0,Adam de Herwynton',,Principal,,1
191,3372,81779cb1-0255-4d03-a4cb-4eb79fd48732,0,"Adam de Herwynton’, Canons of Hereford",,Principal,,1
192,3350,81779cb1-0255-4d03-a4cb-4eb79fd48732,0,Adam de Herwynton',,Principal,,1
199,3284,558cd63c-30f3-46e3-81ea-6faa04746178,0,Adam de Kingeshemed',,Principal,,1
200,3292,558cd63c-30f3-46e3-81ea-6faa04746178,0,Adam de Kyngish';,,Principal,,1
201,3167,558cd63c-30f3-46e3-81ea-6faa04746178,0,Adam de Kyngishem's,,Principal,,1
202,3178,558cd63c-30f3-46e3-81ea-6faa04746178,0,Adam de Kingishemed';,,Principal,,1
203,3077,8b30f65b-d878-4272-8a4f-4fb2e7feb121,0,Adam de Kynernow,,Witness,,1
204,2423,1281a89c-49e5-469b-b5c5-411b6b36d893,0,"Adam de la Brugge,",,Witness,,1
205,2506,1281a89c-49e5-469b-b5c5-411b6b36d893,0,Adam his brother,,,,1
206,2397,663655b9-c33d-408d-be91-ba8264a80573,0,Adam de Lulham,,,,1
207,2745,663655b9-c33d-408d-be91-ba8264a80573,0,Adam de lolham,,,,1
208,2429,663655b9-c33d-408d-be91-ba8264a80573,0,Adam de la Felde de Lulham,,Principal|Witness,,2
209,3465,663655b9-c33d-408d-be91-ba8264a80573,0,Adam de Felde,,,,1
210,2590,8b8784b3-0a31-4e93-bb2d-8a10db8d5035,0,Adam de la Punde.,,,,1
211,2410,8b8784b3-0a31-4e93-bb2d-8a10db8d5035,0,Adam de la Ponde,,Witness,,1
212,2441,8b8784b3-0a31-4e93-bb2d-8a10db8d5035,0,Adam de la Pounde,,,,1
213,2589,3510ba30-2767-4bb1-9e45-9d57e93710f7,0,Adam de Maddel',,Witness,,1
214,2543,4da6e46f-8cae-4800-967e-06c473b9eeac,0,Adam de Malmeshulie;,,Principal,,1
215,2624,9a4740b5-af50-41bb-bc97-27a7ae478514,0,"Adam de Maluerne,",,Witness,,1
216,2395,670711c3-e274-474c-9eab-3b20d874b4e5,0,Adam de Murivsl,,Witness,,1
217,2396,670711c3-e274-474c-9eab-3b20d874b4e5,0,"Adem de Murivel,",,Witness,,1
218,2397,670711c3-e274-474c-9eab-3b20d874b4e5,0,Adam de Murival,,Witness,,1
219,2745,670711c3-e274-474c-9eab-3b20d874b4e5,0,"Adam de Muriual,",,,,1
220,3464,670711c3-e274-474c-9eab-3b20d874b4e5,0,Adam de Murmal,,,,1
221,2517,72dec356-9150-4f36-9aab-4d542d56f1c6,0,Adam de eet,,Principal,,1
222,2897,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,Principal,,1
223,3472,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,Principal,,1
224,2898,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,Principal,,1
225,3473,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,Principal,,1
226,2899,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, of Hereford",,Principal,,1
227,2900,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford,",,Principal,,1
228,2857,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of dereford",,Principal,,1
229,3371,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of 4ereford",,Principal,,1
230,2214,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam de Orleton, bishop of Hereford",,Principal,,1
231,3379,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,Principal,,1
232,2784,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adem, bishop of Winchester",,Principal,,1
233,2913,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"A/'dam|, bishop of Hereford,",,Principal,,1
234,2892,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam de Orl'ton', his proctor,",,,,1
235,2902,ce859ac7-0532-43e2-9359-1f495b0beefb,0,bishop,Office,,,1
236,3074,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adem, bishop of Hereford",,Witness,,1
237,2853,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"bishop of Hereford,",Office,,,1
238,2906,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"bishop of Worcester,",Office,Principal,,1
239,2984,ce859ac7-0532-43e2-9359-1f495b0beefb,0,e@ bishop of Hereford,Office,,,1
240,3001,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"A[dam], bishop of Hereford",,Principal,,1
241,2696,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,Principal,,1
242,2236,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam [Orleton], bishop of Hereford",,,,1
243,2250,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"A(dem Orleton|, bishop of Hereford;",,Principal,,1
244,2931,ce859ac7-0532-43e2-9359-1f495b0beefb,1,"Adam, bishop of worcester, late bishop of Hereford",,,,1
245,2342,ce859ac7-0532-43e2-9359-1f495b0beefb,0,bishop of Hereford,Office,Principal,,1
246,3241,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"idem, bishop of Hereford,",,Principal,,1
247,2496,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adem .Orleton], bishop of Hereford;",,Principal,,1
248,3073,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, then bishop of Hereford",,Principal,,1
249,3448,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford,",,,,1
250,3076,ce859ac7-0532-43e2-9359-1f495b0beefb,0,bishop of Hereford,,Principal,,1
251,3082,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,,,1
252,3072,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, ben pr | of Hereford",,,,1
253,3075,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"bishop of Hereford,",,Principal,,1
254,2859,ce859ac7-0532-43e2-9359-1f495b0beefb,0,the bishop,Office,,,1
255,3070,ce859ac7-0532-43e2-9359-1f495b0beefb,0,bishop,Office,Principal,,1
256,2456,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam de Orletone, clerks",,Principal,,1
275,2880,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Ajdam}, bishop of Hereford",,Principal,,1
290,2919,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,Principal,,1
291,2882,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Hereford",,Principal,,1
294,2253,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Worcester,",,Principal,,1
326,3088,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, bishop of Winchester",,,,1
330,2541,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"""itn Mae f£ Winchest",,Principal,,1
332,3048,ce859ac7-0532-43e2-9359-1f495b0beefb,1,"Adam, late bishop of Winchester.",,,,1
333,2286,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, then bishop of Hereford",,Principal,,1
334,2287,ce859ac7-0532-43e2-9359-1f495b0beefb,0,"Adam, then bishop of Hereford,",,Principal,,1
342,2221,ce859ac7-0532-43e2-9359-1f495b0beefb,0,,Collective,,,1
344,2539,5a47e861-292f-4dac-9723-baa4bb6f06a9,0,Adem de Oulithe de Bromesberwe,,Principal,,1
345,2561,834bb301-b7d9-4db1-8f13-1a8c19eb0f3d,0,Adem de Saneto Johanne,,Principal,,1
346,2561,740c3eed-0754-4112-bacd-aa1fee9c7d8c,0,his servant,,,,1
347,2838,35f8f292-ecd0-435a-a17e-8e6288372ee7,0,Adam de Sned,,Witness,,1
348,2588,43e92edb-d099-4c37-8c9d-41e2cb581dc9,0,Adam de Stardel,,Witness,,1
349,3046,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Adam, abbot of the monastery of St, Peter's, oucester, end the convent of the same place,",,Principal,,1
350,2534,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot and convent of the monastery of St. Peter's, Gloucester",Office,Principal,,1
351,2783,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"abbot of St. Peter's, Gloucester,",,,,1
352,2787,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot and convent of St. Peter's, Gloucester",Office,Principal,,1
353,3421,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot and convent of St, Poter's, Gloucester",Office,Principal,,1
354,2923,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"abbot and convent of St. Peter's Gloucester,",Office,Principal,,1
355,3422,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot and convent of St. Peter's, Gloucester",,Principal,,1
356,3148,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot end convent of St. Peter's, Gloucester.",Office,Principal,,1
357,2561,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Adam, abbot of St. Peter's, Gloucester, and the convent of the same place",,Principal,,1
358,2557,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot and convent of Sst. :eter's, Gloucester",Office,Principal,,1
359,2785,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot and convent of St. Peter's, Gloucester;",Office,Principal,,1
360,2660,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Adam, abbot, and the convent of St. Peter's,  Gloucester",,Principal,,1
361,2790,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot and convent of St. Peter's, Gloucester;",Office,Principal,,1
362,2544,94b3c023-7659-4d17-986a-e40ce0baea5e,0,abbot and convent of St. Peter of Gloucester,Office,,,1
363,2258,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"Abbot and convent of the monastery of St. Peter's, Gloucester",Office,Principal,,1
364,2698,94b3c023-7659-4d17-986a-e40ce0baea5e,0,Adem de Steund!,,,,1
365,2364,94b3c023-7659-4d17-986a-e40ce0baea5e,0,Adem de Steund!,,,,1
366,3449,94b3c023-7659-4d17-986a-e40ce0baea5e,0,"abbot and convent "",  of St. Peter's Gloucester",,Principal,,1
