UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,JOB,COMMENTS
6b165349-a928-4f75-a604-771dad032baa,HCM_2251.txt,Edward II,char-offset:47,PERSON,,,,,,,,Principal,,King Edward II
53412897-1ac4-49d9-a3fe-f9b4dd3ac3d5,HCM_2251.txt,Robert de Gloucestre,char-offset:119,PERSON,,,,,,,,Principal,,
2d80d5f1-e877-4345-a420-6a203938f28a,HCM_2251.txt,Gloucestre,char-offset:129,PLACE,,,,,,,UNVERIFIED,Nominative,,
8e854c2d-7d64-4727-a1ae-698360505f20,HCM_2251.txt,"the dean and chapter of the church of St. Ethelbert, Hereford",char-offset:143,PERSON,,,,,,,,Collective|Office|Principal,,
c1f1fd25-b938-46a7-8b45-6b01ab85d67b,HCM_2251.txt,"the church of St. Ethelbert, Hereford",char-offset:167,PLACE,,,,,,,UNVERIFIED,,,
0148ee5e-f988-4383-b0da-48edb3120a84,HCM_2251.txt,Hereford,char-offset:196,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,UNVERIFIED,Nominative,,
ba2840b2-6991-4d6f-ad9b-c3618bc13cc2,HCM_2251.txt,Hereford,char-offset:239,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,UNVERIFIED,,,
c3a4f187-c70f-4b04-b9d1-b2a05f6cd7ff,HCM_2251.txt,their church,char-offset:282,,,,,,,,,Building,,
50580f94-d438-4210-a49b-7545decb929e,HCM_2251.txt,Latin,char-offset:325,,,,,,,,,Language,,
28489dab-738a-4a97-8625-5eb00e9b998f,HCM_2257.txt,"Richard [de Swinfield], bishop of Hereford",char-offset:40,PERSON,,,,,,,,Principal,bishop of Hereford,
8bfaf8fb-75b8-4ee4-84c1-bf746f307dbd,HCM_2257.txt,bishop of Hereford,char-offset:64,,,,,,,,,Job,,
de7918a5-06cc-4661-b3bf-69665dd45d4a,HCM_2257.txt,Hereford,char-offset:74,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
8c671be8-51ff-4579-835b-cab4030fa2d6,HCM_2257.txt,the dean and chapter of Hereford,char-offset:87,PERSON,,,,,,,,Collective|Office|Principal,,
ec2bb3d2-6fff-496b-8e2a-b39191eb8544,HCM_2257.txt,Hereford,char-offset:111,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
6acf3cfa-8864-4755-9e5e-3327d39c6ce2,HCM_2257.txt,the king,char-offset:130,PERSON,,,,,,,,,,King Edward II
cf4d93aa-1369-469c-bb61-55a5d4242189,HCM_2257.txt,the bishop,char-offset:178,PERSON,,,,,,,,,,Richard Swinfield
97ebd842-449a-448b-9d72-908d78b7897e,HCM_2257.txt,the dean and chapter,char-offset:193,PERSON,,,,,,,,Collective|Office,,of Hereford
4029769d-0f4c-4116-8ce2-6ce91e5b424f,HCM_2257.txt,the parliament at Carlisle,char-offset:217,EVENT,,,,,,,,,,
1b118a18-91e1-4447-8e5b-d7d53d63398f,HCM_2257.txt,Carlisle,char-offset:235,PLACE,http://sws.geonames.org/2653775,Carlisle,,54.8951,-2.9382,,VERIFIED,,,
86170e44-386f-46b5-9bfc-935850a64341,HCM_2257.txt,the dean and chapter,char-offset:303,PERSON,,,,,,,,Collective|Office,,of Hereford
7c0c17d6-8238-4d56-9bfd-174519c0a210,HCM_2257.txt,Bosebur,char-offset:394,PLACE,,,,,,,UNVERIFIED,Given at,,"Bosbury, a manor of the bishop of Hereford"
7c5ee5f3-8679-48e9-8398-1199ab0bbaf9,HCM_2257.txt,Latin,char-offset:404,,,,,,,,,Language,,
261a12cb-cff3-4dcb-a935-8111b1d7f093,HCM_2260.txt,Edward II,char-offset:45,PERSON,,,,,,,,Principal,,King Edward II
14850019-7f04-458b-9784-2cdf798c10bc,HCM_2260.txt,"R[ichard Swinfield], bishop of Hereford",char-offset:67,PERSON,,,,,,,,Principal,"bishop of Hereford,",
9dfca08d-af72-4738-83c4-407d28aaf6ee,HCM_2260.txt,"bishop of Hereford,",char-offset:88,,,,,,,,,Job,,
c67fe7d5-abd1-4945-80e9-8cbff4c965ac,HCM_2260.txt,Hereford,char-offset:98,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
adbc997d-c151-458d-b756-4b3fbe1e96c3,HCM_2260.txt,"the dean and chapter of the church of St. Ethelbert, Hereford",char-offset:112,PERSON,,,,,,,,Office|Collective|Principal,,
d5192c82-8081-461b-a04d-b92a3572e22f,HCM_2260.txt,"the church of St. Ethelbert, Hereford",char-offset:136,PLACE,,,,,,,UNVERIFIED,,,
1d6eee8e-5ec5-46c7-a404-cf27c02cf6d2,HCM_2260.txt,Hereford,char-offset:165,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
09997502-fe31-45fd-8ee3-fe2a0050fd21,HCM_2260.txt,the clergy of the province of Canterbury,char-offset:253,PERSON,,,,,,,,Collective,,
35bb2bbb-cf89-4d02-b470-73137c9fbe3e,HCM_2260.txt,the province of Canterbury,char-offset:267,PLACE,,,,,,,UNVERIFIED,,,
432934cd-3a2a-46e1-b262-3523428f456e,HCM_2260.txt,Canterbury,char-offset:283,PLACE,http://sws.geonames.org/2653877,Canterbury,,51.27904,1.07992,,VERIFIED,Nominative,,
063e6ea2-4a2f-4104-93bf-0aed15a46efa,HCM_2260.txt,John de Sandale,char-offset:334,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
e53e22ea-ffa5-45df-a2e6-e28b9bd07eff,HCM_2260.txt,Sandale,char-offset:342,PLACE,,,,,,,UNVERIFIED,Nominative,,
99bb38d8-5934-445a-8758-8b1fb3b387d3,HCM_2260.txt,king's clerk,char-offset:351,,,,,,,,,Job,,
e33355f4-1eb4-4f7f-8f85-a110025bf4e2,HCM_2260.txt,treasurer,char-offset:391,,,,,,,,,Job,,
a5cf5ae2-0998-4eb1-bd12-e504c979b84f,HCM_2260.txt,Robert Baynard,char-offset:402,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
ca36bf85-afc5-45ce-8ca8-02b5e8b097a7,HCM_2260.txt,Anthony Pessaigne,char-offset:422,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
c43ac10a-c0f3-484c-9681-fed532ad4eb2,HCM_2260.txt,John de Bureford,char-offset:441,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
ef864af7-d357-4e82-857d-e9acbd9a35bf,HCM_2260.txt,Bureford,char-offset:449,PLACE,,,,,,,UNVERIFIED,Nominative,,
9feb5df7-057a-4488-a1c0-07f5250aa206,HCM_2260.txt,William Coumartyn,char-offset:459,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
b97a5279-ac46-4de0-b38c-e5f2e22e3e58,HCM_2260.txt,William Trente,char-offset:478,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
96ca8c58-5cfe-4548-89a8-e95ae6e72aaf,HCM_2260.txt,William Seruat,char-offset:494,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
f4de9b42-9424-409c-b094-01be84ffed32,HCM_2260.txt,William de Donecastr,char-offset:510,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
69bec56d-eb2f-448c-a643-2996febd1cf7,HCM_2260.txt,Donecastr’,char-offset:521,PLACE,http://sws.geonames.org/2651123,Doncaster,,53.52285,-1.13116,,VERIFIED,Nominative,,
4cdad838-f8db-4d9a-b93f-158673b65304,HCM_2260.txt,John Vanne,char-offset:536,PERSON,,,,,,,,,"sureties to the said bishop, dean and chapter",
37c55fd2-95ed-4f03-b26f-5c9966ff921d,HCM_2260.txt,king's merchants,char-offset:548,,,,,,,,,Job,,
d2c63c80-9992-443b-b81b-df29c18f1820,HCM_2260.txt,the king,char-offset:595,PERSON,,,,,,,,Office,,King Edward II
2616e460-b02d-46e5-b27a-03f14912659a,HCM_2260.txt,"sureties to the said bishop, dean and chapter",char-offset:622,,,,,,,,,Job,,
8e2888fb-8472-4776-83af-6c512b78c047,HCM_2260.txt,the said bishop,char-offset:634,PERSON,,,,,,,,Office,,"Richard Swinfield, Bishop of Hereford"
aa29d97b-1978-4543-8397-cc5140b1fd9d,HCM_2260.txt,dean and chapter,char-offset:651,PERSON,,,,,,,,Collective|Office,,of Hereford
91978a69-2aa9-41ab-a079-e07a0cdbf749,HCM_2260.txt,Langele,char-offset:679,PLACE,,,,,,,UNVERIFIED,Given at,,
88d15644-c57e-410a-9f37-ea2998f3c89f,HCM_2260.txt,Latin,char-offset:688,,,,,,,,,Language,,
8d7443ef-41f8-400a-adbf-544f0b846e3c,HCM_2260.txt,Stained,char-offset:695,,,,,,,,,Material feature,,
f1d7cf72-8477-4d73-9cb1-f4c7b9033477,HCM_2246.txt,Edward II,char-offset:42,PERSON,,,,,,,,Principal,,King Edward II
d72e458f-4d4b-410b-bb1a-ffd667ef842e,HCM_2246.txt,La Suze,char-offset:129,PLACE,http://sws.geonames.org/3006330,La Suze-sur-Sarthe,,47.88753,0.02519,,VERIFIED,,,
c201eef4-9d32-4009-80d0-6498a1f4f4db,HCM_2246.txt,the canons of Hereford,char-offset:215,PERSON,,,,,,,,Collective|Office,,"that is, the dean and chapter of Hereford"
2d4c9001-c141-41b9-ad80-847032c7a241,HCM_2246.txt,Hereford,char-offset:229,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
9e9f95a6-dfb1-4dac-90dd-ec27ee65fef1,HCM_2246.txt,Anselm,char-offset:411,PERSON,,,,,,,,Dead,dean of Hereford,
be5f8d40-a735-4426-b4d2-9c48b8aeebde,HCM_2246.txt,dean of Hereford,char-offset:419,,,,,,,,,Job,,
9d76f6fd-211a-43eb-8217-2212f8c5b896,HCM_2246.txt,the citizens of Hereford,char-offset:442,PERSON,,,,,,,,Collective|Office,,
466113a9-8a6c-464d-9eae-a13d2c7eb71b,HCM_2246.txt,Hereford,char-offset:458,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
b9ce5f77-4b50-42cf-aaac-841c8ee370a8,HCM_2246.txt,the church of Hereford,char-offset:493,PLACE,,,,,,,UNVERIFIED,,,
0d7ff4d1-fa52-4a0a-8a58-8de488e098dc,HCM_2246.txt,Hereford,char-offset:507,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
b5d4072f-6c8d-476b-9185-f0a6404ba5c7,HCM_2246.txt,Latin,char-offset:603,,,,,,,,,Language,,
6fc68305-b54c-4630-a576-3daf0c2b650b,HCM_2246.txt,Copy,char-offset:610,,,,,,,,,Material feature,,
eb3e015a-e1ef-454b-8f7a-7a4bb5936604,HCM_2226.txt,Chirebury,char-offset:92,PLACE,,,,,,,UNVERIFIED,Given at,,Chirbury is a village in west Shropshire
6e836549-01b4-4b66-b2ae-0c09d645c662,HCM_2226.txt,Stephen,char-offset:131,PERSON,,,,,,,,Principal,rector of the church of Dunre,
328b6fc1-bdd8-4cbc-8863-0838b473fc6c,HCM_2226.txt,rector of the church of Dunre,char-offset:140,,,,,,,,,Job,,
a33b28c0-444b-44ae-8cbd-dfe2f774d062,HCM_2226.txt,the church of Dunre,char-offset:150,PLACE,,,,,,,UNVERIFIED,,,
b483457a-7e73-415a-aaae-2f5e152ccc61,HCM_2226.txt,Dunre,char-offset:164,PLACE,,,,,,,UNVERIFIED,Nominative,,
29ae756b-2d54-4059-8699-12774dd0746d,HCM_2226.txt,John Germeyn,char-offset:185,PERSON,,,,,,,,,his proctor,
c0b43d8e-fb30-4e1e-8716-a4d4aafbf2ab,HCM_2226.txt,his proctor,char-offset:198,,,,,,,,,Job,,
81d3c70d-bd09-4d64-940d-cb66a5791420,HCM_2226.txt,Robert de Dunre,char-offset:215,PERSON,,,,,,,,Principal,,
10d1551c-48bd-41df-8010-17d8687075a4,HCM_2226.txt,Dunre,char-offset:225,PLACE,,,,,,,UNVERIFIED,Nominative,,
d7bdbb4e-c36c-4698-a286-7b12981a80b8,HCM_2226.txt,Adam son  of Williem of the same,char-offset:235,PERSON,,,,,,,,Principal,,"that is, Adam (de Dunre) son of William de Dunre"
2f2217e9-8bec-4d80-a09a-359fee47ffcd,HCM_2226.txt,Williem of the same,char-offset:248,PERSON,,,,,,,,,,"that is, William de Dunre"
3ec0a7bb-6946-4e82-a7d9-d70613914452,HCM_2226.txt,the church,char-offset:306,,,,,,,,,Building,,"that is, the Church of Dunre"
c03254ba-a4eb-4791-846f-7679b1609f96,HCM_2226.txt,Latin,char-offset:366,,,,,,,,,Language,,
bc1fdf6e-08e0-455e-bb09-80c77c3b9850,HCM_2226.txt,Fragment,char-offset:373,,,,,,,,,Material feature,,
UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,,COMMENTS
304d8f85-50ad-4015-b2d3-77a6de6653bd,HCM_1621.txt,the king,char-offset:70,PERSON,,,,,,,,Principal|Office,,King Edward II
fd8881f4-ffa1-4f21-969f-32f841573a1b,HCM_1621.txt,the sheriff of Gloucestershire,char-offset:82,PERSON,,,,,,,,Office|Principal,,
94f1be1d-3804-4551-aa9e-68ac3b4c5601,HCM_1621.txt,Gloucestershire,char-offset:97,PLACE,http://geo-kima.org/place/8604,Gloucestershire (England),,,,,VERIFIED,Nominative,,
515fcef4-aee4-4a52-856d-c5ac4517e0ba,HCM_1621.txt,Gloucester,char-offset:191,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,VERIFIED,,,
d1be85dd-ae93-41f6-93c3-9ef7fbbcdfcb,HCM_1621.txt,Gloucester,char-offset:242,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,UNVERIFIED,,,
06482151-a406-42cd-9f36-de6b89f1048e,HCM_1621.txt,the abbot of Gloucester.,char-offset:256,PERSON,,,,,,,,Office,,
e6a5d99a-8c52-4c05-b14c-84ab26bf9699,HCM_1621.txt,Gloucester,char-offset:269,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,VERIFIED,Nominative,,
dfc41168-e412-4b71-a75e-71709c2d6d31,HCM_1621.txt,Hugh de Wygorn,char-offset:281,PERSON,,,,,,,,,,
37fe87e1-675d-4944-9a2f-b368bdcb758f,HCM_1621.txt,Wygorn',char-offset:289,PLACE,,,,,,,UNVERIFIED,Nominative,,
d9ffd0cb-724d-481b-b5fa-b914ccbf85ac,HCM_1621.txt,Hugh Putteleye,char-offset:323,PERSON,,,,,,,,,,
b1374425-ff21-4476-adf9-b611d7d42a2e,HCM_1621.txt,Jordan de Hingham,char-offset:346,PERSON,,,,,,,,,,
6daf1997-8760-4cc0-880e-2f1a84a08c0d,HCM_1621.txt,Hingham,char-offset:356,PLACE,http://sws.geonames.org/2646856,Hingham,,52.57969,0.98422,,UNVERIFIED,Nominative,,
ec8bc4f7-3ee6-4cf3-8ba6-333db405cdaa,HCM_1621.txt,William de Ryonnes,char-offset:372,PERSON,,,,,,,,,,
2501df64-5bc0-4712-abd3-e60668c6dbdd,HCM_1621.txt,Ryonnes,char-offset:383,PLACE,,,,,,,UNVERIFIED,Nominative,,
bf50d49d-24ff-48e0-ae16-e7c12b4d88b1,HCM_1621.txt,Ellen,char-offset:399,PERSON,,,,,,,,,,Ellen daughter of Robert le Teyntour
9101352f-0266-47f4-8d25-d00912b8b939,HCM_1621.txt,Robert le Teyntour,char-offset:418,PERSON,,,,,,,,,,
8dba4e79-d092-4e54-a3fc-b6c16ebae005,HCM_1621.txt,le Teyntour,char-offset:425,,,,,,,,,Job,,
ad572809-0c6f-454f-b7fa-ae73b9881eaf,HCM_1621.txt,Walter le Spicer,char-offset:445,PERSON,,,,,,,,,,
0aa565c8-bed3-4f50-ad49-b7b1136e0763,HCM_1621.txt,le Spicer,char-offset:452,,,,,,,,,Job,,
d5119878-a5e7-4b5b-8cbf-8f121fb01986,HCM_1621.txt,John de Weston,char-offset:470,PERSON,,,,,,,,,,
01cdf692-4742-47ab-80b3-a5f14e1fd2ba,HCM_1621.txt,Weston’,char-offset:478,PLACE,http://dare.ht.lu.se/places/25962,Weston,,51.961033,-0.149112,,UNVERIFIED,Nominative,,
47963bd8-fdb4-4d03-ae5b-a2ddc09a80a0,HCM_1621.txt,Agnes,char-offset:490,PERSON,,,,,,,,,,Agnes wife of John de Weston
d1006678-cb4b-46aa-a4d6-400c431fd8f4,HCM_1621.txt,Richard de Hunteleye,char-offset:517,PERSON,,,,,,,,,,
805e42cb-f2a0-4a1d-8dea-08b5187603e1,HCM_1621.txt,Hunteleye,char-offset:528,PLACE,,,,,,,UNVERIFIED,Nominative,,
8636d622-507e-42c5-914c-67a61c4b19d6,HCM_1621.txt,Robert de Lassindon,char-offset:579,PERSON,,,,,,,,,,
79ade5b0-4f52-43ae-ad5d-c3a1c9727bac,HCM_1621.txt,Lassindon’,char-offset:589,PLACE,,,,,,,UNVERIFIED,Nominative,,
0b53dacc-d17b-4803-a6ec-f9a2d7f14c60,HCM_1621.txt,the abbot of Gloucester,char-offset:691,PERSON,,,,,,,,Office,,
439dcd2a-e657-4482-988a-2eb2ada66a58,HCM_1621.txt,Gloucester,char-offset:704,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,VERIFIED,Nominative,,
5ec06862-b8ec-4cc7-8a55-439d0357f885,HCM_1621.txt,the king's justices,char-offset:740,PERSON,,,,,,,,Collective,,
64b8be07-5027-4e8a-afb4-ab0b380a5de8,HCM_1621.txt,Westminster,char-offset:763,PLACE,http://sws.geonames.org/5408406,Westminster,,33.75918,-118.00673,,UNVERIFIED,,,
0625f81b-e268-4816-9ff2-8e7046ec1fbf,HCM_1621.txt,The king,char-offset:856,PERSON,,,,,,,,Office|Witness,,
b2244658-e568-4275-a631-f1c2fa2fb032,HCM_1621.txt,Menstr’ in island of Thanet,char-offset:906,PLACE,,,,,,,UNVERIFIED,Given at,,
93a30910-a5e3-496a-a580-4960b9803bd3,HCM_1621.txt,Latin,char-offset:935,,,,,,,,,Language,,
4866f87d-927f-4472-af2a-7431c9a9dcd6,HCM_1599.txt,Henry de Derby,char-offset:37,PERSON,,,,,,,,Principal,"vicar in spiritualities and temporalities of dominus Robert, archbishop of Canterbury",
643657c0-1032-4689-a32f-f87e545a68c1,HCM_1599.txt,"Derby,",char-offset:46,PLACE,http://sws.geonames.org/2072924,Derby,,-17.30295,123.62864,,UNVERIFIED,Nominative,,
53e21f2a-564b-4b08-8322-76fdc5db35a7,HCM_1599.txt,"commissary general of the prior of the church of Canterbury,",char-offset:53,,,,,,,,,Job,,
a8838026-8d73-49dc-b5dd-ebde9c781ce1,HCM_1599.txt,Canterbury,char-offset:102,PLACE,http://sws.geonames.org/2653877,Canterbury,,51.27904,1.07992,,UNVERIFIED,Nominative,,
77d9f70f-84a0-4fa5-bef1-774d6e42cacd,HCM_1599.txt,"vicar in spiritualities and temporalities of dominus Robert, archbishop of Canterbury",char-offset:114,,,,,,,,,Job,,
81f10a0d-78ae-46e3-bf18-79e96d463be9,HCM_1599.txt,"Robert, archbishop of Canterbury",char-offset:167,PERSON,,,,,,,,,,
a9e17567-57a6-4f1c-80d9-92c93722c323,HCM_1599.txt,Canterbury,char-offset:189,PLACE,http://sws.geonames.org/2653877,Canterbury,,51.27904,1.07992,,UNVERIFIED,,,
5ff7a1ce-2111-4e01-b547-843bb3a69109,HCM_1599.txt,the official of the archdeacon of Norwich,char-offset:204,PERSON,,,,,,,,Office,,
a81163c8-fded-4534-9c83-e1046c306648,HCM_1599.txt,Norwich,char-offset:238,PLACE,http://sws.geonames.org/2641181,Norwich,,52.62783,1.29834,,VERIFIED,Nominative,,
89d1a387-d5c4-4ac1-91df-d8e427876e0e,HCM_1599.txt,the abbot of Gloucester,char-offset:267,PERSON,,,,,,,,Office,,
a29cf629-75c6-47ac-b643-3c5bf7430c04,HCM_1599.txt,Gloucester,char-offset:280,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,UNVERIFIED,,,
6cbcd4e0-8ec1-49c2-999c-6ebdf4ef03d6,HCM_1599.txt,London,char-offset:364,PLACE,http://sws.geonames.org/6058560,London,,42.98339,-81.23304,,VERIFIED,Given at,,
fff15d1c-9281-4dde-b8bb-90ceb902785d,HCM_1599.txt,Latin.,char-offset:372,,,,,,,,,Language,,
a894f528-68c2-47ce-a32e-ca9fa3d53303,HCM_1622.txt,"John, abbot",char-offset:88,PERSON,,,,,,,,Principal,,"John, Abbot of the convent of St Peter's, Gloucester"
1453a15a-91c7-40bb-994b-925193720cd8,HCM_1622.txt,"the convent of St. Peter's, Gloucester",char-offset:105,PERSON,,,,,,,,Collective|Principal,,
d6b803f1-4982-4b64-a11f-eda98ab636d7,HCM_1622.txt,Gloucester,char-offset:133,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,UNVERIFIED,,,
19429b10-eb63-41b1-8d5a-9e4a194415b7,HCM_1622.txt,William de Wanetyng,char-offset:148,PERSON,,,,,,,,Principal,,is William de Wanetyng NOT a citizen of Salisbury like Reginald?; check to see if there's a typo (should it have been Citizens plural?)
357d4067-a85d-41d7-95e3-72a5eb93a77d,HCM_1622.txt,Wanetyng,char-offset:159,PLACE,,,,,,,UNVERIFIED,Nominative,,
77462e4d-0eb3-4ab5-a450-02b234375734,HCM_1622.txt,Reginald de Todeworth,char-offset:173,PERSON,,,,,,,,Principal,citizen of Salisbury (Nova Sarum),
6f5a86cf-d3c8-45df-946c-0efe4570f5e1,HCM_1622.txt,Todeworth,char-offset:185,PLACE,,,,,,,UNVERIFIED,Nominative,,
cd5b9d91-2ecc-4e62-bd72-23398a0377b6,HCM_1622.txt,citizen of Salisbury (Nova Sarum),char-offset:197,,,,,,,,,Job,,
55fbbf3d-cbc3-47e1-b678-29a4505df360,HCM_1622.txt,Salisbury (Nova Sarum),char-offset:208,PLACE,http://sws.geonames.org/2638664,Salisbury,,51.06931,-1.79569,,VERIFIED,Nominative,,
decc35b6-fd66-43f7-92cf-6563c013ef57,HCM_1622.txt,"the common of the monastery of Gloucester,",char-offset:316,PLACE,,,,,,,UNVERIFIED,,,
f7aa24b1-5c57-41f7-816e-85f7accce18b,HCM_1622.txt,the monastery of Gloucester,char-offset:330,PERSON,,,,,,,,Collective,,
be3205b1-a2e0-43d7-ae96-ba370a386fd8,HCM_1622.txt,Gloucester,char-offset:347,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,UNVERIFIED,,,
4815fc25-484b-4c53-938c-961fef82e40f,HCM_1622.txt,the manor-house of Culn’ Roger,char-offset:728,,,,,,,,,Building,,
8124705b-2582-4b80-8b41-9158c84a8d34,HCM_1622.txt,Culn’ Roger',char-offset:747,PLACE,,,,,,,UNVERIFIED,,,
e38b69c2-93ce-40d3-8720-9a68bea423f8,HCM_1622.txt,the chapter-house at Gloucester,char-offset:1439,,,,,,,,,Building,,
1ba77220-c083-4ab2-a619-d67d5970423a,HCM_1622.txt,Gloucester,char-offset:1460,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,VERIFIED,Given at,,
ca0a1cc9-6d2d-4279-babc-99a816555352,HCM_1622.txt,Latin,char-offset:1472,,,,,,,,,Language,,
8d5d0b29-468d-4f3d-8bdf-1a6c9196669f,HCM_1652.txt,Edward [II],char-offset:37,PERSON,,,,,,,,Principal,,King Edward II
54f2b64f-ab9b-41b0-8a81-deb47520f24b,HCM_1652.txt,"the abbot and convent of St. Peter's, Gloucester,",char-offset:52,PERSON,,,,,,,,Collective|Office|Principal,,
9fc05c14-c799-4c6c-b79b-955f90a9bd49,HCM_1652.txt,Gloucester,char-offset:90,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,UNVERIFIED,,,
85da06d1-1981-4945-b3b3-f46ce2afc385,HCM_1652.txt,Walter Mantel,char-offset:172,PERSON,,,,,,,,,his servant,
fd447d6b-9422-44af-b1da-e21ec6e5030e,HCM_1652.txt,his servant,char-offset:186,,,,,,,,,Job,,"that is, servant to King Edward II"
ed2aaa88-a431-4aeb-9d52-322f79f6f76c,HCM_1652.txt,the abbot and convent,char-offset:233,PERSON,,,,,,,,Collective,,Abbot and convent of St Peter's Gloucester
867d6607-2a86-4767-ba23-353037329368,HCM_1652.txt,Walter Mantel,char-offset:275,PERSON,,,,,,,,,,
38568756-eeed-46c4-94a2-0966612453fb,HCM_1652.txt,Roger de Cestr,char-offset:322,PERSON,,,,,,,,Dead,,
57bc918a-e8af-46af-a4de-3eb1ddd1e847,HCM_1652.txt,Cestr',char-offset:331,PLACE,,,,,,,UNVERIFIED,Nominative,,Chester?
34df088e-dbd2-457f-bcda-906438c2a552,HCM_1652.txt,Edward I,char-offset:425,PERSON,,,,,,,,Dead,,King Edward I
9719e9e9-544e-453e-bd8b-c8205890712d,HCM_1652.txt,The abbot and convent,char-offset:435,PERSON,,,,,,,,Collective,,Abbot and convent of St Peter's Gloucester
4f962c10-4267-4104-be8d-f2c54714a5aa,HCM_1652.txt,William Geraud,char-offset:524,PERSON,,,,,,,,,,
d4f6ca91-8578-4536-b878-b9baa7c7c3a3,HCM_1652.txt,The king,char-offset:573,PERSON,,,,,,,,Office,,Edward II
0de564c0-6440-4198-811c-230cf969db2e,HCM_1652.txt,William,char-offset:652,PERSON,,,,,,,,,,
04735bdb-931b-4d75-a978-7c2281b9e458,HCM_1652.txt,the king's succession to the throne,char-offset:667,EVENT,,,,,,,,,,in 1307
fbbdebc5-3eff-47a5-9733-69c74d8ef922,HCM_1652.txt,Walter Mantel,char-offset:754,PERSON,,,,,,,,,,
da0264b7-3fa4-47fc-95e6-f00356b012ea,HCM_1652.txt,Walter,char-offset:855,PERSON,,,,,,,,,,
1c3332d2-3455-4699-80b9-da70bc56d626,HCM_1652.txt,Lincoln,char-offset:872,PLACE,http://sws.geonames.org/2644487,Lincoln,,53.22683,-0.53792,,VERIFIED,Given at,,
4ad548da-fec2-44ea-a65e-7f10049c98e4,HCM_1652.txt,Latin,char-offset:881,,,,,,,,,Language,,
b4d8e8bd-29f4-42d3-9f4d-affde914e087,HCM_1610.txt,John de Bristoll,char-offset:58,PERSON,,,,,,,,Principal,,
477b29b8-8b74-40ba-943a-8c9d8e029a3c,HCM_1610.txt,Bristoll',char-offset:66,PLACE,http://sws.geonames.org/2654675,Bristol,,51.45523,-2.59665,,VERIFIED,Nominative,,
90d12160-882b-432f-a046-bfc1c8f0af70,HCM_1610.txt,clerk,char-offset:77,,,,,,,,,Job,,
0c3114b2-1de7-4479-8513-32049e74e794,HCM_1610.txt,"Abbot and convent of St. Peter's, Gloucester",char-offset:87,PERSON,,,,,,,,Collective|Office|Principal,,
fb08cb86-3f69-4587-b71d-c3c8350a31f5,HCM_1610.txt,Gloucester,char-offset:121,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,VERIFIED,Nominative,,
fdb5ea7b-4a3b-4597-ade0-46807a0372bf,HCM_1610.txt,John,char-offset:179,PERSON,,,,,,,,,,John de Bristol
89894da2-8faf-4c49-b115-ab14480e2e6f,HCM_1610.txt,Gloucester,char-offset:351,PLACE,http://sws.geonames.org/2648404,Gloucester,,51.86568,-2.2431,,VERIFIED,Given at,,
3c6238e2-2082-41ec-944a-561927d4d332,HCM_1610.txt,Latin,char-offset:364,,,,,,,,,Language,,
